candidate_id,name,source,discovery_sources,website,email,contact_url,country,region,nearest_city,lat,lng,setting,individual_vs_org,service_type_claimed,facilitates_ayahuasca,access_model,legal_status_note,year_founded,capacity,website_primary_language,languages_offered,retreat_lengths_nights,ceremonies_per_retreat,other_plant_medicines,dieta_offered,integration_support_offered,additional_services,price_amount_min_original,price_amount_max_original,price_currency_original,price_min_usd,price_max_usd,price_per_night_usd_min,price_per_night_usd_max,price_as_of_date,whats_included,notable_exclusions,sliding_scale_or_scholarships,indigenous_affiliation_display,indigenous_partnership_claimed,indigenous_leadership_claimed,named_lineage_claimed,lineage_tradition,facilitation_tradition_verbatim,named_indigenous_language,named_team,n_healers,n_facilitators,n_team_total,facilitation_described,healer_facilitator_distinguished,healer_role_term_verbatim,facilitator_role_term_verbatim,n_named_female,n_named_male,n_named_gender_nd,sourcing_claim,reciprocity_claim,benefit_share_amount_claimed,community_benefit_claims,safety_screening_claimed,medical_disclaimer_present,medical_support_onsite_claimed,ssri_maoi_policy_stated,safety_incidents_count,review_sources,notable_press_mentions,confidence_overall,scrape_origin,source_archive_url,source_urls,scraped_at
snowball:awakenyourmedicine.life,Tantrahuasca (Awaken Your Medicine),snowball,snowball,https://www.awakenyourmedicine.life,,https://www.awakenyourmedicine.life,Costa Rica,Caribbean coast,,12.0112724,-83.7618054,jungle,organization,ceremony_facilitation; retreat_package; preparation,True,retreat_package,,2020,,english,English,7,3,psilocybin truffles,False,during_only,breathwork; dance/movement medicine; song circles; fire rituals; embodiment practices; tantric arts; yoni yoga; shamanic journeying; sacred sexuality practices; 1-1 mentorship/coaching; vocal liberation/music,,,,,,,,,"7 nights luxury accommodation on the Caribbean coast of Costa Rica; Daily workshops with Kashi and Milli; 3 Plant Medicine ceremonies led by Milli; Transmissions, tantric arts, yoni yoga; Fire rituals, song circles, movement medicine, sisterhood; Healthy, nourishing food; Expeditions to magical waterfalls and beaches",,,trained-in-lineage,False,False,Brazilian lineage,Brazilian lineage; Tantra,Brazilian lineage,,"Milli Moonstone (facilitator, ceremonialist, musician, mentor); Kashi Money (guide)",,2,,True,only_facilitator_described,,"facilitator, guide",2,0,0,unspecified,False,,,False,False,False,False,0,,,medium,,,https://www.awakenyourmedicine.life/Womens-Truffles-Retreats; https://www.awakenyourmedicine.life/tantrahuasca-costarica; https://www.awakenyourmedicine.life/tantrahuasca-for-couples,2026-07-22T12:14:13.784335+00:00
ayaadvisors:templo-del-tigre,Templo del Tigre,ayaadvisors,ayaadvisors,https://templodeltigre.com/,,https://templodeltigre.com/contact,Costa Rica,Osa Peninsula,Puerto Jiménez,,,jungle,organization,retreat_package; ceremony_facilitation; preparation; integration_only,False,retreat_package,,,5,english,English; Spanish,8; 14,Daily 1:1 ceremonies (8-day: 7 days of guided plant work; 14-day: includes all elements of 8-day),tobacco/mapacho; Bobinsana; Chiric Sanango; Chuchuhuasi; Ajo Sacha; Abuta; Ayahuma; Bellaco Caspi; Tamamuri,True,aftercare_included,"yoga; breathwork; sound healing; gong bath meditation; medicinal plant baths; feminine health support; jungle hikes; waterfalls; ocean swims; optional excursions (Corcovado, kayaking, horseback riding); abdominal massage",2100,3600,USD,2100,3600,150,450,2025,"Daily 1:1 ceremonies with Tobacco and/or other master plants; Individually tailored plant protocols; Jungle accommodations with private river access; Strict plant-based meals (no salt, oil, or spices); Yoga, breathwork, and sound healing (14-day); Plant baths (14-day); Nature immersion: jungle hikes, waterfalls, ocean swims (14-day); Personalized support throughout integration","Optional excursions (Corcovado, kayaking, horseback riding) not specified as included",False,trained-in-lineage,False,False,Mamancunawa Amazonian lineage; initiated as Curanderos and Tabaqueros in the Peruvian Amazon,Mamancunawa Amazonian lineage; vegetalismo/mestizo,Mamancunawa Amazonian lineage,,Negar (healer); Gwendal (Curandero and Tabaquero),2,,,True,only_healer_described,"curandero, tabaquero, healer",,1,1,0,unspecified,True,,"Rooted in reciprocity, not exclusivity [https://templodeltigre.com/]",True,True,False,False,0,AyaAdvisors 5.0 (4); other None (80),,high,,,https://ayaadvisors.org/listing/templo-del-tigre/; https://templodeltigre.com/,2026-07-22T12:13:42.674443+00:00
google_places:terra-naturama.com; retreatguru:12027,Terra NaturaMa – Ayahuasca Retreat Sept. 2026,google_places; retreatguru,google_places; retreatguru,https://www.terra-naturama.com,,https://www.terra-naturama.com/contact-us,Costa Rica,Talamanca,Puerto Viejo / Bri Bri,9.6564943,-82.7535654,jungle,organization,ceremony_facilitation; retreat_package; preparation,True,retreat_package,,2019,4,german,German,8,2,,False,during_only,"yoga sessions; meditation; silent walks; excursions (Punta Uva beach, Bri Bri waterfalls, Cahuita National Park); massage (in worry-free packages); guided nature tours; private yoga lessons; yoga; guided nature tours / excursions; massage; campfire evenings",1990,1990,USD,1990,1990,249,249,2026-09-25,"all overnight stays; 2 Ayahuasca ceremonies; seminar units (yoga, meditation, silent walk); all excursions, transfers to Julie; meals as described; water, coffee, tea; time and space to prepare and set intentions for ceremony; time and space to prepare and set intentions",Caribbean dinner in Cahuita (not included); flights; optional extended stay; caribbean dinner in Cahuita on Fri 02 Oct,False,trained-in-lineage,False,False,several shamanic traditions; ancestral medicine; medicinal plants and ancestral medicine,shamanic; ancestral medicine; plant medicine; neo-shamanic,several shamanic traditions; medicinal plants and ancestral medicine; healing wisdom of Mother Earth,,Julie Semarhi (medicine woman; ceremony master); Andrea (yoga teacher); James (tour guide); Julie Semarhi (medicine woman; ceremony master); Andrea (yoga practice); Theresa (unclear); James (nature tours guide),1,1,3,True,distinct_roles,medicine woman; ceremony master,yoga teacher,3,1,3,unspecified,False,,,False,False,False,False,0,RetreatGuru None (0),,high,,,https://retreat.guru/centers/12027-1/terra-natura-ma; https://www.terra-naturama.com/; https://www.terra-naturama.com/contact-us; https://www.terra-naturama.com/das-gästehaus/prices; https://www.terra-naturama.com/exciting-group-offers/ayahuasca-retreat-deutsch-sept-2026; https://www.terra-naturama.com/exciting-group-offers/ayahuasca-retreat-sept-2026; https://www.terra-naturama.com/faq; https://www.terra-naturama.com/faq/faq-deutsch; https://www.terra-naturama.com/individual-adventure/worry-free-packages; https://www.terra-naturama.com/über-uns,2026-07-22T12:13:34.444534+00:00
google_places:theark.world,The ARK,google_places,google_places,http://www.theark.world/,info@theark.world,,Costa Rica,Puntarenas,Santa Teresa,9.6416418,-85.1643568,other,organization,retreat_package; other,,retreat_package,,2022,,english,,,,,,,,,,,,,,,,,,,no-stated-affiliation,False,False,,,,,,,,,False,,,,0,0,0,none,False,,,False,False,False,False,0,,,low,,,http://www.theark.world/,2026-07-22T12:13:52.322150+00:00
google_places:thegoddessgarden.com,The Goddess Garden,google_places,google_places,http://thegoddessgarden.com/,[email protected],,Costa Rica,,Cahuita,9.7384806,-82.8407626,jungle,organization,retreat_package,False,retreat_package,,,50,english,,5; 7,,,False,,"Spa treatments (Swedish, deep tissue, relaxation, acupressure, Thai, customized massage); Aromatherapy Renewal Facial; Ayurvedic treatments and consultations; Yoga classes; Outdoor yoga studio; Indoor yoga studio; Conference center; Pool; Eco-tours (horseback riding, dolphin watching, chocolate tasting tours); Canopy tour / water rafting (Adventure package)",890,1480,USD,890,1480,127,296,,"Accommodation; Three meals per day (vegetarian, with chicken or fish on request); Yoga classes (4–6 depending on package); Use of first-class amenities; One-hour complimentary massage; Guided hike through the National Park of Cahuita; Eco-adventure tour (ADVENTURE package only: canopy tour or water rafting)",,,no-stated-affiliation,False,False,,,,,Jacqueline (owner); Marcelo (owner),0,,,False,,,,1,1,0,,False,,,False,False,False,False,0,,,high,,,http://thegoddessgarden.com/,2026-07-22T12:13:58.210261+00:00
web_search:healingtreecostarica.com,The Healing Tree Center,web_search,web_search,https://healingtreecostarica.com,thehealingtreecostarica@gmail.com,,Costa Rica,,,10.2735633,-84.0739102,coastal,organization,ceremony_facilitation; retreat_package,True,retreat_package,,2014,,english,,2; 4; 6,"2–4 (varies by retreat length: 2 for 3-day, 3 for 5-day, 4 for 7-day)",coca leaf,False,during_only,massage; yoga class (extra cost); group meditation; coca leaf reading; Andean Coca Leaf Ceremony of Unification; Kuti cleansing ceremony; Offering to Pachamama; pool,1400,2500,USD,1400,2500,233,1250,,"accommodation; meals (breakfast, lunch, dinner as per schedule); ayahuasca ceremonies; group discussions; individual discussions with shaman; coca leaf ceremony; coca leaf reading; Kuti cleansing ceremony; Pachamama offering ceremony; massage sessions (scheduled in program)",flights; transfers; extra massage sessions (priced per session); extra yoga classes (priced per session); private retreat upgrade (additional rate),False,trained-in-lineage,False,False,Nación Q'eros,Andean; Amazonian,"Shamanic Medicine of Amazon; Andean ceremonies (Coca Leaf, Kuti, Pachamama offering); Nación Q'eros",Quechua,,,,,True,distinct_roles,"Shaman, Maestro, Andean Shaman","retreat assistants, staff",0,0,0,unspecified,False,,,True,False,True,False,0,,,high,,,https://healingtreecostarica.com/; https://healingtreecostarica.com/en; https://healingtreecostarica.com/en-andean-coca-leaf-ceremony-c; https://healingtreecostarica.com/en-ayahuasca-ceremony-c; https://healingtreecostarica.com/en-ayahuasca-retreat-3-days-2-night-r; https://healingtreecostarica.com/en-ayahuasca-retreat-5-days-4-night-r; https://healingtreecostarica.com/en-ayahuasca-retreat-7-days-6-night-r; https://healingtreecostarica.com/en-the-villa-p; https://healingtreecostarica.com/en-who-we-are-p,2026-07-22T12:14:15.394764+00:00
google_places:sanctuaryattworivers.com,The Sanctuary at Two Rivers,google_places,google_places,http://sanctuaryattworivers.com/,,,Costa Rica,,,10.2735633,-84.0739102,jungle,organization,retreat_package; other,False,retreat_package,,,22,english,,,,cacao,False,,yoga; meditation; breathwork; sound healing; waterfall rituals; cacao ceremonies; therapeutic massages; yoga teacher training; ecstatic dance; journaling workshops; zip-lining excursions; snorkeling excursions; nature trails; pool and spa,,,,,,,,,,,,no-stated-affiliation,False,False,,,,,Perrey Reeves (Owner & Founder); Tamara (resident host),0,2,,True,only_facilitator_described,,"Owner & Founder, resident host",0,0,2,,False,,,False,False,False,False,0,,,medium,,,http://sanctuaryattworivers.com/,2026-07-22T12:14:13.355003+00:00
ayaadvisors:the-temple-within-the-heart-with-rishi,The Temple Within The Heart with Rishi,ayaadvisors,ayaadvisors,,,https://ayaadvisors.org/listing/the-temple-within-the-heart-with-rishi/,Costa Rica,San Jose,San Jose,9.9327707,-84.0796144,jungle,individual_practitioner,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,Spanish; Portuguese; English; Hebrew,7,3,,True,aftercare_included,Yoga; Meditation; Temazcal/sweat lodge; Music circles; Nature walks; Sharing circles; Personal integration talks,500,1300,USD,500,1300,71,186,2024-03-09,"Accommodation (shared casita, private casita, shared house, or camping); Vegetarian meals 3 times a day; 3 ayahuasca ceremonies; Yoga sessions; Meditation; Temazcal (sweat lodge); Integration circles; Music circles; Nature walks",Single ceremony participation available separately at $100,False,no-stated-affiliation,False,False,,,,,Rishi (facilitator),,,,True,only_facilitator_described,,facilitators,0,0,1,unspecified,False,,,False,False,False,False,0,AyaAdvisors 5.0 (4),,medium,,,https://ayaadvisors.org/listing/the-temple-within-the-heart-with-rishi/,2026-07-22T12:13:34.895275+00:00
google_places:tierraencantadacr.com,Tierra Encantada,google_places,google_places,http://www.tierraencantadacr.com/,,http://www.tierraencantadacr.com/,Costa Rica,Provincia de Guanacaste,Nosara,9.9783661,-85.6279024,jungle,organization,retreat_package; other,False,retreat_package,,,,english,,,,,False,,yoga; meditation; nature walks; cold plunge; infrared sauna; neuro-acoustic healing; lymphatic drainage treatment; flower and jungle medicinal herbal tea bath; bodywork and wellness rituals; spa sessions; breathwork,,,,,,,,,guided therapies; movement; daily rhythm; daily yoga; meditation; nature walks; nourishing plant-based meals; cold plunge; infrared sauna; neuro-acoustic healing,,,no-stated-affiliation,False,False,,,,,Daniel (owner); Anne (owner),,,,False,,,,1,1,0,,False,,,False,False,False,False,0,Google 4.8 (None),,medium,,,http://www.tierraencantadacr.com/,2026-07-22T12:13:51.846678+00:00
google_places:tierradesuenoslodge.com,Tierra de Sueños Retreat & Wellness Center,google_places,google_places,http://tierradesuenoslodge.com/,info@tierradesuenoslodge.com,,Costa Rica,Limón,Puerto Viejo de Talamanca,9.6496543,-82.7750879,jungle,organization,retreat_package,False,retreat_package,"Tierra de Sueños, LLC., Costa Rica",,7,english,,,,cacao,,,yoga; wellness; kayak rentals; bike rentals; ecotourism activities; volunteering; locally sourced food,,,,,,,,,,,,no-stated-affiliation,False,False,,,,,,,,,False,,,,0,0,0,,False,,,False,False,False,False,0,,,high,,,http://tierradesuenoslodge.com/,2026-07-22T12:14:06.469651+00:00
google_places:tierramor.cr,Tierramor,google_places,google_places,http://tierramor.cr/,,,Costa Rica,Guanacaste,Nosara,9.9783661,-85.6279024,other,organization,retreat_package; other,,mixed,,,,english,,,,,,,curated events; retreats; flexible stays; volunteer/intern programs; permaculture/agroforestry stewardship,,,,,,,,,,,,no-stated-affiliation,False,False,,,,,,,,,False,,,,0,0,0,,True,,"Guided by permaculture principles and unwavering devotion to cultivating reciprocity; work to restore land into a thriving, self-sustaining ecosystem. [http://tierramor.cr/]; 1 hectare of degraded pasture converted to syntropic agroforestry systems; 642.5 hectares of pastures managed under Holistic Planned Grazing; 2500+ trees planted; 1,000,000 L of water saved through compost toilets. [http://tierramor.cr/]",False,False,False,False,0,,,low,,,http://tierramor.cr/,2026-07-22T12:13:29.686936+00:00
google_places:villaintiwasi.com,Villa Inti Wasi (House of the Sun),google_places,google_places,https://villaintiwasi.com,pol@villaintiwasi.com,https://villaintiwasi.com/contact,Costa Rica,Central Valley,San Mateo / Orotina,,,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,,2020,7,english,English; Spanish,7,4,Sapo (kambo); NuNu (rapé/yopo),True,during_only,Breathwork; Sacred fire ceremony; Massage treatments; Acupuncture; Pool access; Beach day trip; Private 1-on-1 consultations with Ayahuasquero; Gift shop,3495,3495,USD,3495,3495,499,499,2024,4 Ayahuasca ceremonies; 1 day trip to Pacific Ocean beach; 1 massage treatment; Opportunities for breathwork and fire ceremony; Gourmet food prepared for the dieta; Daily private 1-on-1 consultations with Ayahuasquero Jairo Llerena Valles (translator available); Accommodation with luxury bedding and air conditioning; Tropical pool access; Airport transportation (driver pickup arranged); Hanging swing chairs from the decks; Pacific Ocean view,"Flights; Airport taxi ($50 per person each way, separately stated)",False,trained-in-lineage,True,False,"Llerena family lineage; Don Julio Llerena Pinedo (described as ""the first indigenous person to introduce this work and medicine to westerners in the 1960's"")",Peruvian; vegetalismo/mestizo,Peruvian Ayahuasquero tradition; Llerena family lineage,,Jairo Llerena Valles (Peruvian Ayahuasquero); Pol Cousineau (co-founder); Teri Nehring (co-founder); Wilfredo (Chef / Chef Will); Giselle (massage therapist and translator),1,2,,True,distinct_roles,Ayahuasquero; Curandero; Master Ayahuasquero,co-founders; hosts,2,3,0,unspecified,True,,"We employ eight full-time Tico's (Costa Ricans) from our community, so they have sustainable and consistent work. [https://villaintiwasi.com/about]",False,False,False,False,0,Testimonials (on-site) 4.9 (None),,high,,,http://villaintiwasi.com/; https://villaintiwasi.com/about; https://villaintiwasi.com/blog/ayahuasca-experience; https://villaintiwasi.com/contact; https://villaintiwasi.com/host-retreat; https://villaintiwasi.com/sacred-plant-retreat,2026-07-22T12:13:39.971509+00:00
google_places:wellnessretreatscr.com,Wellness Retreats Costa Rica,google_places,google_places,https://wellnessretreatscr.com,,https://wellnessretreatscr.com/contact,Costa Rica,Guanacaste,Marbella / Cuajiniquil,10.0842452,-85.7650583,coastal,individual_practitioner,retreat_package,False,retreat_package,,,,english,english,7,,cacao,False,,Massage and in-room spa treatments; Horseback riding; Snorkeling; Surf lessons; Waterfall/river tours; Breathwork/aromatherapy; Ice bath (beachfront spa area); Gift shop; Yoga platform; Gym; Workspaces; Transportation services,3320,3320,USD,3320,3320,474,474,,"7 nights/8 days in opulent accommodations; Three daily organic gourmet meals; Healthy snacks, smoothies, organic coffees, teas, unlimited fresh coconuts; Included organic face mask (turmeric, avocado, yogurt) in seaside spa area; Daily yoga sessions; Cacao ceremony; Ecstatic dance; Sound bath; Conscious archery session; Wellness workshops (mindfulness, tantra, sleep); Local area excursions (beaches, Pitaya Viewpoint); Gift basket with natural handmade Costa Rican gifts; Pool and jacuzzi access; Exclusive beach access; Complimentary surfboards; Gym access; Wifi/fiber-optic internet; Costa Rica 13% IVA tax included","Flights; Transfers (additional cost); Massage and spa treatments (additional cost); Adventure activities such as horseback riding, snorkeling, surf lessons, waterfall tours (additional cost for multiple); Bikes/bicycles (additional cost); Laundry services (available at additional cost)",True,no-stated-affiliation,False,False,,,,,Brittany Leigh (Brittany Leigh),,,,True,only_facilitator_described,,Brittany Leigh,1,0,0,unspecified,True,A percentage of proceeds donated to youth health and wellness education in Costa Rica,"A percentage of our proceeds will be donated to help the youth of Costa Rica learn about health, and wellness! [https://wellnessretreatscr.com/retreat]; We believe in helping the local community, and sharing their magic with you! Each room will have a gift basket with natural handmade gifts from Costa Rica! [https://wellnessretreatscr.com/retreat]",False,False,False,False,0,,,medium,,,https://wellnessretreatscr.com; https://wellnessretreatscr.com/; https://wellnessretreatscr.com/contact; https://wellnessretreatscr.com/coupons; https://wellnessretreatscr.com/instagram; https://wellnessretreatscr.com/playa-azul; https://wellnessretreatscr.com/retreat; https://wellnessretreatscr.com/roomsbook-copy; https://wellnessretreatscr.com/your-retreat,2026-07-22T12:13:58.505355+00:00
google_places:bookyogaandmore.com,Worldics Yoga and Wellness Retreat,google_places,google_places,https://bookyogaandmore.com,yoga@worldics.com,https://bookyogaandmore.com,Costa Rica,Guanacaste,Tamarindo,10.2984121,-85.8399505,other,organization,retreat_package,False,retreat_package,,,,english,,5,,,False,,Optional adventure and sightseeing tours; Free parking,,,,,,,,,"3 meals per day (breakfast, lunch, dinner); Twice-daily yoga sessions; Transportation pick-up and drop-off from Liberia Airport; Daily beach transfers",Flights; San José transfers (suggestions provided but not included),,no-stated-affiliation,,,,,,,,,,,False,,,,0,0,0,,,,,False,,,False,0,,,medium,,,http://bookyogaandmore.com/; https://bookyogaandmore.com,2026-07-22T12:13:32.198363+00:00
web_search:yacumama.love,Yacumama Eco Village,web_search,web_search,https://www.yacumama.love/,info@yacumama.love,https://www.yacumama.love/connect,Costa Rica,Puntarenas (Ojochal / Ballena Coast),Ojochal,,,jungle,organization,retreat_package; other,,retreat_package,,,35,english,,,,,,,Yoga classes; Ecstatic dance; Breathwork; Permaculture events; Indigenous wisdom events; Music events; Somatic and spiritual practices; Organic meals (optional); Fresh juices and café treats (optional); Co-working spaces; Immersions/retreats (hosted by external groups),125,250,USD,125,250,,,2024,"Access to abundant spring water, rivers, waterfalls, and creek pools with blue clay; Walking trails, ancient ceiba trees, meditation gazebos, and vast ocean and mountain vistas; Shared and private co-working, dining, and lounging spaces; Weekly yoga classes with discounted access to other community events like ecstatic dance; High-speed internet throughout accommodations and communal areas",Organic meals (optional add-on); Fresh juices and café treats (optional add-on),True,trained-in-lineage,True,False,,,,Quechua,,,,,False,,,,0,0,0,,True,,"We are exploring new and ancient ways of living in community rooted in sacred reciprocity, connection & regeneration. [https://www.yacumama.love/]; Over the past 4 years, we have planted over 4,000 trees as part of a food and medicine forest including native trees for the birds and wildlife to reforest the land and regenerate the soil. [https://www.yacumama.love/]; This is powerful land, where we have found many relics from the original inhabitants of this area - the Boruca tribe, one of the eight indigenous tribes of Costa Rica. We are weaving connections and learning from the ancient ways of indigenous peoples from around the world including the Wixárika, Yawanawa, Huni Kuin, Shipibo, Kogi, Dogon, Arhuaco, Balinese and the Boruca. [https://www.yacumama.love/]",False,False,False,False,0,,,medium,,,https://www.yacumama.love/; https://www.yacumama.love/hostatretreat; https://www.yacumama.love/residencybookings,2026-07-22T12:13:33.973366+00:00
google_places:arudha.love,Ārūḍha Spiritual Sanctuary,google_places,google_places,https://arudha.love/,,https://arudha.love/,Costa Rica,Puntarenas / Pérez Zeledón area,Dominical,,,jungle,organization,ceremony_facilitation; retreat_package; preparation,True,retreat_package,,,,english,English,6; 10,3 (stated for 6-night retreat),cacao,,aftercare_included,yoga; breathwork; sound healing; voice work with mantras; nature walks; ocean visit; excursion to waterfalls or rivers; meditation; preparation and integration sessions; online group integration call; cacao ceremony,,,,,,,,,"6 nights at secluded nature sanctuary in Costa Rica (6-night retreat); Full board of organic feasts; All workshops including yoga, breath work and sacred ceremonies; Beach and river trips; Shuttle to and from San José Airport; Preparation and integration group call",,False,no-stated-affiliation,False,False,,,,,Lucyne Pearson (Shamanic Therapist); Kaitlin (Hatha Yoga teacher); Magdalena (Kundalini/Patanjali Yoga teacher); Darren (Iyengar Yoga teacher); Uria Tsur (support_staff); DJ Gaiyatra (Gai) (DJ); Emaya (support_staff),,,,True,only_facilitator_described,,Shamanic Therapist,1,0,6,unspecified,False,,,False,False,False,False,0,,,medium,,,https://arudha.love/; https://www.arudha.love/media/pages/retreats/bad691b130-1775582626/embracing-the-universe.pdf; https://www.arudha.love/media/pages/retreats/be4b8ac8b5-1775582624/third_music_shala.jpeg; https://www.arudha.love/media/pages/retreats/c0efa926b1-1775582624/sacred-soul-entcounters-retreat-2_low.pdf,2026-07-22T12:13:45.247040+00:00
ayaadvisors:light-and-love-spiritual-center,Light and Love Spiritual Center,ayaadvisors,ayaadvisors,,,,Dominican Republic,Samaná,Las Terrenas,19.3110142,-69.543067,,organization,ceremony_facilitation,True,retreat_package,,,,spanish,Spanish; English,,,"tobacco/mapacho (Ha-peh, Brazilian Tobacco)",,,"individual coaching; personal growth coaching; holistic psychotherapy (biodecoding, NLP, mindfulness); Feng Shui consultancy; Agnihotra (Homa therapy)",300,5400,USD,300,5400,,,,,,,trained-in-lineage,False,False,Shipibo Onaya,Shipibo,Healers Shipibo Onaya,,"Nils Patrick (Sanador, chamán, coach y facilitador de medicina de plantas ancestrales); Tamara Gallardo (Psicóloga Holística)",,,,True,same_person,"Sanador, chamán","coach, facilitador",1,1,0,,False,,,False,False,False,False,0,AyaAdvisors 1.0 (1),,medium,,,https://ayaadvisors.org/listing/light-and-love-spiritual-center/,2026-07-22T12:14:13.678822+00:00
web_search:ayahuascaec.com; web_search:ayahuasca-ecuador.webnode.page,AYAHUASCA ECUADOR,web_search,web_search,https://ayahuascaec.com,,https://ayahuascaec.com/contact,Ecuador,Provincia de Napo,Puerto Misahuallí / Tena,-0.9438717,-78.1083981,jungle,organization,ceremony_facilitation; retreat_package; other,True,retreat_package,"Ayahuasca is legal in Ecuador and considered part of national heritage, per site statement.",1998,12,english,English; Spanish; French,1; 2; 3; 7; 14; 21,"1 (1-night), 3 (7-day), 6 (14-day), 9 (21-day)",tobacco/mapacho,False,aftercare_included,Medicinal plant baths; Hot stone and bamboo massage; Guided nature walks; Yoga sessions; Workshops on Amazonian plant medicine; Jungle excursions,170,360,USD,170,360,8,360,,"Ayahuasca ceremony/ceremonies; Guided nature walk; Traditional plant bath; Comfortable accommodations; Nutritious meals (normal, vegan, or vegetarian); Individual cleansing session with shaman; Integration sessions (7-day+); Personalized shamanic healing (14-day+); Yoga sessions (14-day+); Workshops on Amazonian plant medicine (14-day+); One-on-one shamanic guidance (21-day+); Meditation practices (21-day+); Immersive jungle excursions (21-day+); Free WiFi at ecolodge",Private/shared transport from Quito/airport (available for additional fee),False,indigenous-led,True,True,Kichwa Territory of the Napo River; ASHIN (Association of Indigenous Shamans of Napo Province); CYRAE (Advisory Board of the Shamans of the Ecuadorian Amazon),Kichwa; indigenous shamanism; Shuar; Achuar; Secoya; Siona; Cofán,Kichwa indigenous shaman; Kichwa nationality of Alto Napo,Icaros (sacred healing songs),Leonardo Aguinda (Shaman),,,,True,distinct_roles,shaman,facilitator,0,1,0,unspecified,True,,"Ayahuasca Ecuador represents the Kichwa nationality of Alto Napo, dedicated to sharing and preserving their ancestral traditions to improve their quality of life through strengthening and promotion of community development programs, the revaluation of various Amazonian peoples, and the communal defense of the environment and natural resources. [https://ayahuascaec.com/why-go-with-us%3F]; By visiting us, you actively participate in the protection of the Amazon rainforest and the preservation of indigenous cultures. [https://ayahuascaec.com/why-go-with-us%3F]; Ayahuasca Ecuador honors the principles of sustainable living and ecology. [https://ayahuascaec.com/why-go-with-us%3F]",True,False,True,False,0,,,high,,,https://ayahuasca-ecuador.webnode.page/; https://ayahuascaec.com/; https://ayahuascaec.com/contact; https://ayahuascaec.com/faq; https://ayahuascaec.com/retreats; https://ayahuascaec.com/retreats?olsPage=cart; https://ayahuascaec.com/why-go-with-us%3F,2026-07-22T12:13:42.271634+00:00
google_places:allpamamahealing.com; ayaadvisors:allpa-mama-healing; retreatguru:5185,Allpa Mama Healing,ayaadvisors; google_places; retreatguru,ayaadvisors; google_places; retreatguru,https://www.allpamamahealing.com,,https://www.allpamamahealing.com/contact,Ecuador,Loja Province (southern Ecuador),Malacatos,-4.2193255,-79.2585759,mountain,organization,ceremony_facilitation; retreat_package; preparation; other,True,retreat_package,,,6,english,,4; 5; 7,2 (stated for 6-day San Pedro retreat); variable for other retreats,san pedro/huachuma; wilka/vilca/huilca; cacao; San Pedro (Huachuma); Vilca; tobacco/mapacho; San Pedro/Huachuma; Vilca/Wilka; tobacco,False,aftercare_included,"limpias (energetic cleansings); plant baths; fire rituals; guided meditations; healing workshops; visits to sacred mountains, rivers, and waterfalls; nature immersion; womb teachings; shamanic cleansings; sacred song; online courses; soul alignment session (online); monthly healing circle (online); apprenticeship/shamanic mentorship; 1:1 private ceremonies; spa; sauna; pool; hot tub; yoga studio; fitness center; tour assistance; housekeeping; bicycles for rent; free wifi; free parking; café/restaurant; 1:1 guidance",,,USD,900,2222,136,1375,,"traditional ceremonies; energetic cleansings; guided meditations; healing rituals; visits to sacred mountains, rivers, and waterfalls; limpias; plant baths; fire rituals; integration practices",flights; transfers/taxi to Malacatos,False,indigenous-healer-on-staff,True,False,Shuar native people of Gualaquiza (Ayahuasca training); Bolivian shaman (Wilka initiation); Mama Mercedes — indigenous Kichwa Andean healer from Imbabura Province near Otavalo,Andean; Amazonian; traditional Ecuadorian shamanism; mestizo shamanism; indigenous Kichwa,traditional Andean and Amazonian lineages,Kichwa,Katie (Founder + San Pedro Ceremonialist); Taita Miguel (Curandero); Mama Mercedes (Curandera + Traditional Midwife); Miguel (guide); Katie (guide); Katie (Guide); Miguel (Guide),2,1,,True,distinct_roles,"curandero, taita, curandera","guide, ceremonialist, space holder",4,2,1,unspecified,True,a percent of the profits,"As part of the Andean perspective of 'ayni' or sacred reciprocity, a percent of the profits goes towards the reforestation of sacred plants in southern Ecuador. [https://www.allpamamahealing.com/about]; A percent of the profits goes towards the reforestation of sacred plants in southern Ecuador. [https://ayaadvisors.org/listing/allpa-mama-healing/]",False,False,False,False,1,AyaAdvisors 3.0 (2),,high,,,http://www.allpamamahealing.com/; https://ayaadvisors.org/listing/allpa-mama-healing/; https://retreat.guru/centers/5185-1/allpa-mama-healing; https://www.allpamamahealing.com/about; https://www.allpamamahealing.com/contact; https://www.allpamamahealing.com/onlineprograms; https://www.allpamamahealing.com/retreats,2026-07-22T12:13:47.175033+00:00
